800
S ^ 6 9
N 11
S % 1 3
N 12
W which
S ! 6 7
W need
W fund
S ~ 2 5
N 6
N 5
S ^ 8 13
S @ 5 8
S ~ 7 8
N 7
W accept
N 1
N 1
N 2
S % 10 12
S | 1 3
N 2
S # 7 13
N 11
N 1
N 15
W pattern
N 5
S * 8 14
W difference
N 8
W roadie
S & 3 8
N 2
S % 5 9
S ^ 1 6
S / 7 11
N 11
N 6
W himself
N 7
N 8
N 8
S & 8 9
S ^ 2 7
N 12
N 9
S # 8 12
N 4
N 15
N 9
N 13
N 2
S # 9 13
N 6
N 10
N 9
S / 9 15
S * 2 4
N 7
N 10
N 6
N 5
N 11
S ^ 8 12
S = 10 14
S * 4 7
N 6
W near
N 13
N 14
N 7
N 2
N 1
N 11
N 15
N 15
S - 1 7
N 10
S ~ 5 9
W water
N 6
S = 4 6
N 7
N 9
S % 7 9
W citizen
S ~ 5 6
W half
N 6
N 13
S ^ 8 9
N 7
N 15
W kind
S $ 7 8
N 6
N 8
N 2
W administration
W road
S @ 10 15
N 13
S $ 9 10
N 6
W room
N 2
N 12
N 13
N 3
W character
S * 5 7
S = 7 10
S - 3 4
S # 10 13
N 4
N 14
W agency
S % 6 11
N 12
S % 3 9
N 2
S = 10 11
N 14
S + 1 5
W hour
S & 5 10
S % 1 4
N 3
W someone
N 8
S / 4 7
N 15
S ! 6 10
S # 7 8
S @ 10 11
N 10
N 3
S / 7 10
S # 3 4
S * 8 14
N 7
S ~ 3 4
W manage
S = 10 13
N 5
W black
N 10
N 3
N 7
S @ 6 8
W thought
